DATE,AQI,LEVEL,PM2.5,PM10,SO2,CO,NO2,O3_8h,KEY_POLLUTANT,WEATHER1,WEATHER2,TEMPERATURE1,TEMPERATURE2,RAIN,WEATHER,TEMP_MEAN,TEMP_RANGE,HUMIDITY_MEAN,HUMIDITY_MIN,HUMIDITY_MAX,PRESSURE,WINDSPEED_MEAN,WINDSPEED_MIN,WINDSPEED_MAX
2015-06-22,28,"Excellent",15,25,9,0.6,26,56,"","Thundershower","Thundershower",33,25,1,3,29,8,85.270833,66,100,1001.216875,8.645833,0,29
2015-06-23,32,"Excellent",14,23,9,0.7,27,63,"","Heavy rain","Heavy rain",30,25,1,4,27.5,5,87.125000,66,94,1001.321667,12.687500,7,22
2015-06-24,28,"Excellent",16,28,7,0.7,33,46,"","Thundershower","Thundershower",32,26,1,3,29,6,88.854167,75,100,1002.441458,9.875000,0,22
2015-06-25,53,"Good",21,40,8,0.7,29,103,"O3","Thundershower","Cloudy",34,27,1,3,30.5,7,83.312500,63,94,1002.482917,10.937500,4,18
2015-06-26,69,"Good",21,39,8,0.7,26,123,"O3","Thundershower","Cloudy",34,27,1,3,30.5,7,75.604167,59,89,1002.629167,11.458333,0,22
2015-06-27,62,"Good",19,37,9,0.7,22,114,"O3","Cloudy","Clear",36,28,0,2,32,8,74.812500,56,89,1004.835000,12.937500,7,22
2015-06-28,68,"Good",20,39,10,0.7,22,121,"O3","Clear","Clear",35,28,0,1,31.5,7,73.187500,53,89,1006.187500,11.479167,4,22
2015-06-29,89,"Good",21,40,13,0.7,23,147,"O3","Clear","Clear",35,28,0,1,31.5,7,72.104167,56,84,1004.648542,11.750000,4,18
2015-06-30,86,"Good",26,46,9,0.7,22,143,"O3","Clear","Clear",35,28,0,1,31.5,7,71.812500,50,84,1002.380000,12.604167,7,22
2015-07-01,77,"Good",25,46,9,0.7,26,132,"O3","Clear","Clear",36,28,0,1,32,8,70.937500,53,89,1000.425625,12.291667,4,22
2015-07-02,86,"Good",25,47,9,0.7,24,143,"O3","Clear","Cloudy",36,28,0,2,32,8,71.041667,50,84,999.428333,12.666667,4,22
2015-07-03,85,"Good",27,51,11,0.8,27,142,"O3","Cloudy","Cloudy",36,28,0,2,32,8,72.520833,53,89,999.157500,11.312500,4,25
2015-07-04,78,"Good",26,45,9,0.7,25,134,"O3","Thundershower","Thundershower",36,26,1,3,31,10,76.333333,56,89,999.636667,10.937500,4,18
2015-07-05,48,"Excellent",32,44,8,0.9,38,95,"","Thundershower","Thundershower",33,26,1,3,29.5,7,82.520833,63,100,1000.801458,9.562500,0,18
2015-07-06,50,"Excellent",23,30,8,0.9,26,99,"","Thundershower","Overcast",32,25,1,3,28.5,7,74.937500,62,94,1000.303125,13.625000,4,22
2015-07-07,55,"Good",23,34,11,0.8,24,106,"O3","Cloudy","Cloudy",33,26,0,2,29.5,7,66.583333,55,78,999.678333,18.416667,11,25
2015-07-08,50,"Excellent",23,34,8,0.7,23,100,"O3","Cloudy","Cloudy",32,25,0,2,28.5,7,65.250000,55,74,999.949167,17.250000,11,25
2015-07-09,40,"Excellent",22,35,9,0.8,23,80,"","Moderate to heavy rain","Moderate to heavy rain",30,24,1,4,27,6,76.875000,58,100,997.515833,20.895833,11,32
2015-07-10,39,"Excellent",15,29,5,0.7,26,77,"","Cloudy","Cloudy",32,26,0,2,29,6,81.833333,63,100,998.241458,11,0,29
2015-07-11,65,"Good",35,54,11,0.8,39,118,"O3","Cloudy","Clear",35,26,0,2,30.5,9,68.020833,49,84,998.200625,11.854167,4,18
2015-07-12,101,"Slightly polluted",45,64,10,0.8,39,161,"O3","Clear","Clear",36,27,0,1,31.5,9,65.750000,44,84,998.720000,7.145833,0,14
2015-07-13,159,"Medially polluted",72,101,18,1,42,224,"O3","Clear","Clear",36,28,0,1,32,8,69.416667,44,89,999.303333,6.541667,0,14
2015-07-14,155,"Medially polluted",35,56,12,0.7,34,220,"O3","Clear","Cloudy",36,28,0,2,32,8,67.208333,50,84,999.220833,7,0,18
2015-07-15,117,"Slightly polluted",27,43,10,0.8,30,179,"O3","Cloudy","Cloudy",36,28,0,2,32,8,70.770833,53,89,998.263542,8.812500,4,18
2015-07-16,91,"Good",36,52,7,0.9,44,149,"O3","Cloudy","Thundershower",36,26,1,3,31,10,82.395833,59,100,997.660000,8.479167,0,22
2015-07-17,74,"Good",42,61,8,1,50,129,"O3","Moderate rain","Thundershower",32,26,1,4,29,6,86.645833,67,100,998.970000,8.187500,4,14
2015-07-18,52,"Good",29,44,6,0.9,49,102,"NO2","Thundershower","Thundershower",32,26,1,3,29,6,90.187500,70,100,999.532500,7.291667,0,29
2015-07-19,58,"Good",36,53,6,1,34,110,"O3","Thundershower","Thundershower",34,26,1,3,30,8,80.083333,59,94,999.324167,7.270833,0,22
2015-07-20,46,"Excellent",32,46,6,0.8,33,64,"","Heavy rain","Rainstorm",32,25,1,4,28.5,7,83.750000,70,94,999.240833,9.333333,0,22
2015-07-21,45,"Excellent",19,31,8,0.9,36,33,"","Heavy rain","Moderate rain",29,25,1,4,27,4,90.291667,79,100,1002.921250,10.562500,4,25
2015-07-22,44,"Excellent",25,44,11,0.8,33,77,"","Thundershower","Thundershower",32,26,1,3,29,6,88.729167,70,100,1004.939167,7.5,0,22
2015-07-23,43,"Excellent",22,43,9,0.8,31,44,"","Moderate to heavy rain","Heavy rain",31,25,1,4,28,6,91.687500,70,100,1004.251667,8.479167,0,22
2015-07-24,43,"Excellent",19,34,9,0.8,34,37,"","Heavy rain","Moderate to heavy rain",30,26,1,4,28,4,87.229167,74,94,1003.460000,11.041667,4,22
2015-07-25,44,"Excellent",22,44,11,0.9,33,61,"","Moderate to heavy rain","Thundershower",30,26,1,4,28,4,86.604167,66,94,1003.085000,8.250000,0,22
2015-07-26,38,"Excellent",19,38,8,0.7,24,68,"","Thundershower","Thundershower",32,26,1,3,29,6,81.666667,62,100,1005.209375,12.458333,0,29
2015-07-27,41,"Excellent",21,41,10,0.8,31,53,"","Thundershower","Cloudy",33,26,1,3,29.5,7,84.229167,66,100,1008.140833,9.604167,4,25
2015-07-28,46,"Excellent",21,38,9,0.8,28,91,"","Thundershower","Cloudy",34,24,1,3,29,10,82.416667,59,94,1009.180000,8.166667,0,29
2015-07-29,42,"Excellent",21,40,10,0.8,33,47,"","Thundershower","Cloudy",32,25,1,3,28.5,7,82.333333,66,100,1008.659583,10.416667,0,25
2015-07-30,41,"Excellent",22,41,11,0.7,31,53,"","Thundershower","Cloudy",32,25,1,3,28.5,7,81.979167,66,94,1008.347708,9.145833,4,22
2015-07-31,48,"Excellent",20,40,12,0.7,30,96,"","Thundershower","Cloudy",32,25,1,3,28.5,7,72.666667,46,94,1008.223750,9.562500,4,18
2015-08-01,86,"Good",23,42,12,0.7,29,143,"O3","Cloudy","Clear",34,26,0,2,30,8,73.645833,52,94,1008.369167,6.791667,4,14
2015-08-02,75,"Good",18,36,11,0.6,26,129,"O3","Clear","Clear",35,25,0,1,30,10,69.416667,44,94,1008.951667,7.437500,4,11
2015-08-03,85,"Good",28,50,16,0.7,32,141,"O3","Clear","Clear",35,26,0,1,30.5,9,68.104167,47,89,1007.975000,6.208333,0,11
2015-08-04,134,"Slightly polluted",34,58,16,0.8,32,197,"O3","Clear","Clear",35,26,0,1,30.5,9,66.489362,46,89,1005.678085,6.234043,4,11
2015-08-05,172,"Medially polluted",47,77,15,0.9,39,237,"O3","Clear","Clear",36,26,0,1,31,10,68.520833,47,89,1003.358333,5.541667,0,11
2015-08-06,200,"Medially polluted",46,73,13,0.9,38,265,"O3","Clear","Clear",36,28,0,1,32,8,67.062500,49,89,1002.671250,5.604167,0,14
2015-08-07,104,"Slightly polluted",46,72,11,0.9,41,164,"O3","Clear","Clear",37,27,0,1,32,10,69.354167,47,100,1001.818750,9.958333,0,32
2015-08-08,76,"Good",49,70,14,0.9,38,131,"O3","Cloudy","Cloudy",36,28,0,2,32,8,57.645833,44,74,997.453333,16.416667,7,25
2015-08-09,60,"Good",42,64,14,0.8,37,111,"O3","Thundershower","Thundershower",36,26,1,3,31,10,60.833333,49,79,995.770000,12.770833,4,25
2015-08-10,61,"Good",36,52,12,1,39,113,"O3","Thundershower","Thundershower",33,26,1,3,29.5,7,84.562500,70,94,1001.216042,7.604167,0,18
2015-08-11,62,"Good",39,54,12,1,49,35,"NO2","Thundershower","Thundershower",32,26,1,3,29,6,94,89,100,1004.730833,6.208333,0,22
2015-08-12,104,"Slightly polluted",37,62,13,0.9,36,164,"O3","Thundershower","Cloudy",33,26,1,3,29.5,7,83.562500,59,100,1005.085000,6.895833,0,14
2015-08-13,49,"Excellent",26,46,10,0.9,39,76,"","Thundershower","Thundershower",32,26,1,3,29,6,83.875000,66,100,1004.668333,8.875000,0,29
2015-08-14,57,"Good",29,48,12,0.9,45,43,"NO2","Thundershower","Thundershower",32,25,1,3,28.5,7,89.541667,59,100,1004.293333,6.604167,0,29
2015-08-15,62,"Good",31,52,15,0.9,49,40,"NO2","Thundershower","Thundershower",32,25,1,3,28.5,7,93.875000,75,100,1005.460000,7.604167,0,32
2015-08-16,75,"Good",37,69,16,1,42,130,"O3","Thundershower","Cloudy",32,26,1,3,29,6,85.104167,59,100,1005.460000,6.875000,0,14
2015-08-17,51,"Good",28,51,14,0.8,36,77,"PM10","Cloudy","Clear",34,27,0,2,30.5,7,85.812500,63,100,1005.043333,7.958333,4,25
2015-08-18,81,"Good",28,50,13,0.8,30,137,"O3","Clear","Clear",35,27,0,1,31,8,76.333333,53,94,1004.793333,8.145833,0,14
2015-08-19,115,"Slightly polluted",31,52,11,0.8,29,176,"O3","Clear","Cloudy",36,28,0,2,32,8,72.958333,47,94,1004.730833,6.895833,0,11
2015-08-20,68,"Good",49,74,14,1,46,74,"PM2.5","Cloudy","Clear",35,26,0,2,30.5,9,81.854167,66,89,1003.897500,6.5,0,25
2015-08-21,77,"Good",36,51,14,0.9,30,132,"O3","Clear","Clear",36,27,0,1,31.5,9,68.729167,53,84,1001.006667,14.083333,7,22
2015-08-22,82,"Good",41,57,12,0.9,32,138,"O3","Clear","Clear",36,27,0,1,31.5,9,63.916667,49,74,998.845000,13.937500,7,22
2015-08-23,95,"Good",48,72,15,0.9,36,154,"O3","Clear","Clear",35,27,0,1,31,8,60.520833,41,79,998.450000,11.604167,4,18
2015-08-24,112,"Slightly polluted",55,80,12,0.9,38,173,"O3","Clear","Clear",35,27,0,1,31,8,57.270833,39,74,1000.614167,10.750000,0,22
2015-08-25,110,"Slightly polluted",50,78,11,0.9,44,171,"O3","Clear","Clear",35,25,0,1,30,10,58.333333,34,84,1003.460000,8.791667,0,18
2015-08-26,115,"Slightly polluted",64,96,18,1,43,176,"O3","Clear","Cloudy",36,27,0,2,31.5,9,64.416667,41,84,1005.480833,8.854167,4,18
2015-08-27,139,"Slightly polluted",52,77,14,0.9,43,202,"O3","Thundershower","Overcast",34,27,1,3,30.5,7,74.187500,49,100,1005.626667,8.541667,4,14
2015-08-28,73,"Good",42,58,8,1,46,127,"O3","Thundershower","Thundershower",32,25,1,3,28.5,7,85.041667,66,100,1004.189167,6.479167,0,11
2015-08-29,65,"Good",43,61,12,1,52,72,"NO2","Thundershower","Thundershower",32,25,1,3,28.5,7,90.479167,66,100,1003.751667,8.375000,4,29
2015-08-30,53,"Good",30,39,7,0.9,42,79,"NO2","Rainstorm","Thundershower",30,24,1,4,27,6,87.458333,70,94,1004.605833,7.916667,0,22
2015-08-31,54,"Good",30,42,10,0.9,43,41,"NO2","Heavy rain","Thundershower",30,24,1,4,27,6,89.645833,84,100,1005.022500,5.958333,0,11
2015-09-01,50,"Excellent",30,45,11,1,40,30,"","Rainstorm","Thundershower",30,25,1,4,27.5,5,93.208333,79,100,1005.209792,8.583333,4,14
2015-09-02,45,"Excellent",20,34,9,0.8,36,38,"","Thundershower","Thundershower",30,25,1,3,27.5,5,95.5,89,100,1007.851042,9.375000,4,14
2015-09-03,57,"Good",30,48,14,1,45,21,"NO2","Thundershower","Thundershower",31,25,1,3,28,6,92.187500,84,100,1010.533333,4.375000,0,11
2015-09-04,75,"Good",30,50,14,0.8,34,129,"O3","Cloudy","Clear",34,26,0,2,30,8,80.020833,56,100,1010.450000,7.458333,0,14
2015-09-05,82,"Good",28,48,12,0.7,32,138,"O3","Clear","Clear",34,26,0,1,30,8,76.333333,53,94,1008.120833,7.187500,0,14
2015-09-06,66,"Good",27,50,11,0.7,36,119,"O3","Clear","Thundershower",35,26,1,3,30.5,9,71.354167,53,89,1005.147500,9.625000,4,18
2015-09-07,58,"Good",30,52,10,0.8,46,57,"NO2","Moderate to heavy rain","Thundershower",32,25,1,4,28.5,7,84.020833,74,100,1005.105833,8.145833,0,18
2015-09-08,125,"Slightly polluted",43,69,12,0.9,50,187,"O3","Thundershower","Cloudy",32,25,1,3,28.5,7,74.229167,55,94,1006.832500,6.770833,0,14
2015-09-09,157,"Medially polluted",59,93,14,1,61,222,"O3","Cloudy","Clear",33,25,0,2,29,8,72.520833,59,89,1009.325625,4.354167,0,7
2015-09-10,136,"Slightly polluted",59,97,18,0.9,63,199,"O3","Clear","Clear",32,26,0,1,29,6,77.562500,66,89,1009.867500,7.770833,4,18
2015-09-11,150,"Slightly polluted",55,86,16,0.9,52,214,"O3","Clear","Cloudy",33,26,0,2,29.5,7,71.062500,52,84,1008.223750,6.291667,4,11
2015-09-12,75,"Good",54,78,9,0.9,46,129,"O3","Cloudy","Cloudy",32,23,0,2,27.5,9,70.750000,49,89,1009.076667,9.979167,4,29
2015-09-13,79,"Good",58,73,6,0.9,28,100,"PM2.5","Cloudy","Cloudy",31,23,0,2,27,8,65.895833,55,74,1011.865625,16.437500,7,25
2015-09-14,63,"Good",45,67,6,0.9,39,101,"PM2.5","Cloudy","Cloudy",31,24,0,2,27.5,7,66.645833,52,78,1010.637500,9.604167,4,18
2015-09-15,59,"Good",42,66,8,0.9,44,98,"PM2.5","Cloudy","Cloudy",32,25,0,2,28.5,7,68.958333,49,89,1009.326875,8.479167,4,14
2015-09-16,64,"Good",46,75,9,0.9,47,72,"PM2.5","Cloudy","Cloudy",32,25,0,2,28.5,7,67.395833,52,79,1009.887500,9.270833,4,18
2015-09-17,95,"Good",48,78,12,0.9,50,154,"O3","Cloudy","Clear",32,25,0,2,28.5,7,67.083333,46,89,1012.012292,6.812500,0,11
2015-09-18,110,"Slightly polluted",55,83,15,0.9,48,171,"O3","Clear","Cloudy",34,26,0,2,30,8,72.395833,52,89,1012.177500,6.250000,0,11
2015-09-19,80,"Good",47,74,13,0.9,40,136,"O3","Cloudy","Thundershower",32,24,1,3,28,8,73.562500,53,89,1009.119375,9.125000,4,14
2015-09-20,48,"Excellent",30,48,9,0.8,37,80,"","Moderate rain","Moderate rain",32,24,1,4,28,8,83.291667,63,94,1006.603750,8.5,0,25
2015-09-21,63,"Good",29,42,7,1.1,50,22,"NO2","Moderate rain","Shower",30,24,1,4,27,6,95.729167,83,100,1006.396875,6.562500,0,11
2015-09-22,55,"Good",39,53,11,1,44,96,"NO2,PM2.5","Shower","Cloudy",31,25,1,3,28,6,85.083333,62,100,1007.289583,8.208333,4,14
2015-09-23,96,"Good",33,57,11,0.9,45,155,"O3","Cloudy","Clear",34,26,0,2,30,8,78.145833,55,94,1006.456875,6.354167,4,11
2015-09-24,72,"Good",32,56,9,0.9,41,126,"O3","Clear","Clear",34,26,0,1,30,8,76.541667,56,94,1003.899167,4.895833,0,7
2015-09-25,86,"Good",43,74,13,0.9,50,143,"O3","Clear","Cloudy",35,26,0,2,30.5,9,73.062500,49,94,1002.150625,5.125000,0,11
2015-09-26,60,"Good",40,56,11,1,40,112,"O3","Cloudy","Cloudy",33,26,0,2,29.5,7,71.604167,59,84,1004.543333,11.229167,0,22
2015-09-27,55,"Good",34,46,7,0.9,23,105,"O3","Clear","Clear",34,25,0,1,29.5,9,65.166667,52,79,1006.624792,13.020833,4,22
2015-09-28,69,"Good",46,71,10,0.9,37,122,"O3","Clear","Clear",33,25,0,1,29,8,59.291667,43,78,1005.584167,15.187500,7,25
2015-09-29,68,"Good",49,84,14,0.9,45,119,"PM2.5","Cloudy","Cloudy",33,26,0,2,29.5,7,55.541667,46,69,1004.210000,14,7,22
2015-09-30,88,"Good",65,105,14,1,56,129,"PM2.5","Cloudy","Cloudy",32,26,0,2,29,6,69.937500,58,89,1008.557500,7.208333,4,14
2015-10-01,78,"Good",57,80,12,1,36,112,"PM2.5","Cloudy","Clear",32,24,0,2,28,8,71.166667,49,94,1011.116667,13.458333,4,29
2015-10-02,52,"Good",34,53,6,0.8,24,97,"PM10","Clear","Clear",31,25,0,1,28,6,60.437500,46,74,1011.137500,12.750000,4,22
2015-10-03,51,"Good",31,52,6,0.9,28,64,"PM10","Cloudy","Moderate rain",32,24,1,4,28,8,73.062500,52,94,1010.804167,10.770833,7,22
2015-10-04,30,"Excellent",15,21,3,0.7,24,28,"","Rainstorm","Moderate rain",27,24,1,4,25.5,3,93.354167,84,100,1011.387500,14.229167,7,22
2015-10-05,44,"Excellent",18,29,5,0.8,35,19,"","Shower","Moderate rain",28,24,1,4,26,4,96.625000,94,100,1012.490625,11.312500,4,29
2015-10-06,68,"Good",33,52,10,1.1,54,32,"NO2","Shower","Moderate rain",29,24,1,4,26.5,5,91.562500,79,100,1011.616667,7,4,14
2015-10-07,52,"Good",26,45,8,1.1,41,42,"NO2","Moderate rain","Shower",29,24,1,4,26.5,5,91.333333,74,100,1009.991667,7.333333,0,22
2015-10-08,49,"Excellent",31,49,12,1.1,36,82,"","Overcast","Overcast",30,24,0,2,27,6,73.687500,52,100,1008.993125,12.770833,0,22
2015-10-09,46,"Excellent",29,46,7,0.9,33,88,"","Cloudy","Clear",29,21,0,2,25,8,65.458333,51,78,1010.366667,15.270833,7,22
2015-10-10,38,"Excellent",22,38,4,0.7,29,54,"","Cloudy","Slight to moderate rain",26,18,1,4,22,8,73.645833,61,94,1013.342083,16.875000,7,32
2015-10-11,49,"Excellent",15,31,4,0.6,39,60,"","Light rain","Overcast",22,17,1,3,19.5,5,76.354167,60,88,1017.770208,12.312500,0,25
2015-10-12,88,"Good",41,81,12,0.9,70,72,"NO2","Cloudy","Cloudy",25,18,0,2,21.5,7,61.687500,37,94,1017.376458,7.645833,0,22
2015-10-13,102,"Slightly polluted",54,103,13,1.1,84,107,"NO2","Cloudy","Clear",28,19,0,2,23.5,9,56.666667,35,78,1016.730833,6.062500,0,14
2015-10-14,131,"Slightly polluted",91,151,21,1.3,105,194,"O3","Clear","Clear",30,20,0,1,25,10,58.583333,31,88,1015.025417,5.875000,0,11
2015-10-15,119,"Slightly polluted",90,138,18,1.1,84,156,"PM2.5","Clear","Clear",30,20,0,1,25,10,61.020833,33,83,1012.801458,6.666667,4,14
2015-10-16,101,"Slightly polluted",63,107,16,0.9,81,126,"NO2","Clear","Clear",31,20,0,1,25.5,11,52.604167,29,78,1011.927917,7.104167,0,18
2015-10-17,93,"Good",50,94,14,0.9,74,136,"NO2","Clear","Clear",32,19,0,1,25.5,13,54.145833,33,73,1011.532292,6.125000,0,18
2015-10-18,82,"Good",54,101,15,0.8,58,138,"O3","Clear","Clear",31,19,0,1,25,12,53.229167,29,83,1010.866667,9.416667,0,25
2015-10-19,83,"Good",61,105,16,0.9,61,131,"PM2.5","Clear","Cloudy",30,21,0,2,25.5,9,53.770833,30,73,1008.827917,10.395833,0,29
2015-10-20,75,"Good",52,96,17,0.8,60,120,"NO2","Cloudy","Cloudy",29,21,0,2,25,8,49.895833,30,73,1007.102500,10.791667,0,18
2015-10-21,67,"Good",46,84,14,0.8,51,111,"PM10","Cloudy","Cloudy",30,22,0,2,26,8,60.020833,45,83,1008.308750,6.291667,0,14
2015-10-22,70,"Good",49,90,12,0.8,55,108,"PM10","Cloudy","Cloudy",31,22,0,2,26.5,9,60.437500,38,83,1009.908333,7.437500,0,18
2015-10-23,73,"Good",50,93,10,0.8,58,114,"NO2","Cloudy","Clear",32,22,0,2,27,10,61.145833,34,83,1010.908333,6.729167,0,14
2015-10-24,80,"Good",56,106,14,0.9,64,121,"NO2","Clear","Cloudy",32,22,0,2,27,10,63.687500,38,88,1012.676458,6.437500,0,11
2015-10-25,70,"Good",50,89,14,0.9,48,102,"PM10","Cloudy","Cloudy",30,23,0,2,26.5,7,76.291667,58,89,1014.110833,7.166667,4,11
2015-10-26,65,"Good",44,80,16,0.8,50,116,"PM10","Cloudy","Cloudy",31,24,0,2,27.5,7,76.708333,58,89,1014.047083,7.125000,0,11
2015-10-27,77,"Good",48,84,15,1,61,57,"NO2","Light rain","Overcast",29,24,1,3,26.5,5,85.812500,66,94,1013.466250,6.854167,0,18
2015-10-28,84,"Good",62,101,13,1,63,125,"PM2.5","Cloudy","Cloudy",30,23,0,2,26.5,7,80.812500,62,100,1014.172083,7.145833,4,14
2015-10-29,61,"Good",43,72,12,0.9,44,98,"PM10","Cloudy","Clear",31,24,0,2,27.5,7,75.083333,55,89,1015.461458,8.229167,4,14
2015-10-30,67,"Good",48,78,14,1,48,78,"PM2.5","Cloudy","Light rain",31,20,1,3,25.5,11,78.770833,58,94,1015.752500,9.687500,0,25
2015-10-31,41,"Excellent",23,41,6,1.2,30,50,"","Light rain","Cloudy",24,18,1,3,21,6,71.375000,61,88,1019.392500,15.666667,7,25
2015-11-01,33,"Excellent",11,22,5,1,26,31,"","Cloudy","Cloudy",23,16,0,2,19.5,7,77.833333,68,88,1021.200833,19.604167,11,29
2015-11-02,51,"Good",27,52,11,0.8,40,87,"PM10","Cloudy","Cloudy",24,16,0,2,20,8,52.812500,36,77,1019.391667,13.354167,4,22
2015-11-03,70,"Good",42,75,13,0.9,56,78,"NO2","Cloudy","Cloudy",26,19,0,2,22.5,7,63.250000,47,78,1018,7.270833,4,14
2015-11-04,83,"Good",54,95,15,1.1,66,88,"NO2","Cloudy","Cloudy",28,20,0,2,24,8,69.708333,48,88,1016.190000,5.687500,0,11
2015-11-05,84,"Good",62,109,19,1.1,66,138,"PM2.5","Cloudy","Cloudy",30,22,0,2,26,8,70.145833,52,83,1013.757292,6.708333,4,11
2015-11-06,72,"Good",38,74,15,0.9,57,81,"NO2","Cloudy","Cloudy",30,23,0,2,26.5,7,79.458333,66,89,1012.926667,6.895833,0,14
2015-11-07,73,"Good",44,91,19,0.8,58,115,"NO2","Cloudy","Cloudy",28,23,0,2,25.5,5,81.791667,66,94,1013.841042,5.104167,0,11
2015-11-08,63,"Good",35,75,17,0.9,49,74,"PM10","Cloudy","Cloudy",30,23,0,2,26.5,7,83.229167,66,94,1013.881875,5.916667,0,11
2015-11-09,56,"Good",31,61,12,1,39,37,"PM10","Overcast","Overcast",28,20,0,2,24,8,78.5,65,94,1014.629792,14.437500,0,25
2015-11-10,47,"Excellent",26,47,8,1,35,29,"","Overcast","Overcast",25,20,0,2,22.5,5,73.270833,68,83,1015.773333,11.250000,7,18
2015-11-11,67,"Good",48,84,15,1.2,49,59,"PM10,PM2.5","Overcast","Overcast",24,21,0,2,22.5,3,81.354167,73,88,1015.523542,8.395833,4,14
2015-11-12,71,"Good",50,91,13,1.3,49,28,"PM10","Overcast","Slight to moderate rain",26,20,1,4,23,6,84.333333,73,94,1015.274167,10.020833,4,18
2015-11-13,39,"Excellent",18,29,6,1.2,31,6,"","Moderate rain","Moderate to heavy rain",22,17,1,4,19.5,5,93.875000,88,100,1014.504792,12.354167,4,25
2015-11-14,64,"Good",22,49,10,1.1,51,41,"NO2","Overcast","Cloudy",24,20,0,2,22,4,81.666667,65,94,1013.133750,7.5,4,14
2015-11-15,64,"Good",39,70,14,0.9,51,58,"NO2","Cloudy","Slight to moderate rain",27,21,1,4,24,6,82.270833,70,94,1012.469167,9.166667,4,18
2015-11-16,62,"Good",27,57,14,0.7,49,43,"NO2","Slight to moderate rain","Overcast",27,22,1,4,24.5,5,81.416667,70,89,1010.804167,9.541667,0,18
2015-11-17,60,"Good",28,62,15,0.8,48,58,"NO2","Cloudy","Cloudy",30,22,0,2,26,8,82.125000,62,100,1010.908333,9,4,18
2015-11-18,94,"Good",45,87,15,1,75,101,"NO2","Cloudy","Cloudy",30,21,0,2,25.5,9,81.854167,58,100,1013.612083,5.687500,0,11
2015-11-19,85,"Good",56,89,12,1,68,64,"NO2","Cloudy","Cloudy",30,22,0,2,26,8,83.666667,66,94,1014.899792,7.208333,0,14
2015-11-20,79,"Good",57,89,23,1.1,63,84,"NO2","Cloudy","Cloudy",29,22,0,2,25.5,7,81.395833,58,94,1014.525417,5.729167,0,11
2015-11-21,72,"Good",52,76,14,1.1,50,39,"PM2.5","Light rain","Cloudy",28,21,1,3,24.5,7,81,69,94,1015.274583,9.979167,4,14
2015-11-22,51,"Good",34,52,9,1.1,39,84,"PM10","Cloudy","Cloudy",28,20,0,2,24,8,74.250000,55,88,1015.461875,8.958333,4,18
2015-11-23,45,"Excellent",26,40,9,0.9,36,86,"","Clear","Clear",28,19,0,1,23.5,9,72.979167,51,88,1015.296458,8.875000,4,18
2015-11-24,68,"Good",38,63,11,1,54,104,"NO2","Clear","Cloudy",28,16,0,2,22,12,72.479167,51,88,1014.921667,6.916667,0,14
2015-11-25,55,"Good",24,53,13,1.2,44,46,"NO2","Cloudy","Clear",22,13,0,2,17.5,9,64.708333,52,88,1017.873958,25.583333,4,40
2015-11-26,37,"Excellent",17,33,10,0.9,28,74,"","Clear","Clear",20,10,0,1,15,10,46.895833,33,67,1020.951250,23.479167,11,32
2015-11-27,57,"Good",29,48,12,0.8,45,77,"NO2","Clear","Cloudy",20,12,0,2,16,8,48.250000,33,63,1021.659167,10.416667,4,18
2015-11-28,84,"Good",49,76,19,1.1,67,40,"NO2","Cloudy","Cloudy",22,15,0,2,18.5,7,63.604167,49,77,1021.305000,6.625000,0,11
2015-11-29,95,"Good",71,106,29,1.3,67,57,"PM2.5","Cloudy","Cloudy",22,16,0,2,19,6,69.791667,53,82,1020.015625,10.458333,0,25
2015-11-30,64,"Good",42,66,18,1.2,51,80,"NO2","Cloudy","Cloudy",24,16,0,2,20,8,69.625000,53,82,1017.789583,10.750000,4,18
2015-12-01,85,"Good",61,98,20,1.4,68,66,"NO2","Cloudy","Cloudy",24,18,0,2,21,6,73.416667,61,88,1015.483333,6.104167,0,11
2015-12-02,78,"Good",47,80,15,1.3,62,63,"NO2","Light rain","Light rain",26,14,1,3,20,12,80.479167,65,94,1015.253750,12.687500,0,29
2015-12-03,44,"Excellent",17,24,4,1,35,27,"","Light rain","Overcast",18,13,1,3,15.5,5,93.375000,88,100,1019.413333,11.250000,7,22
2015-12-04,44,"Excellent",21,34,5,1,35,19,"","Overcast","Overcast",18,14,0,2,16,4,89.395833,77,100,1020.763333,14.395833,4,22
2015-12-05,50,"Excellent",23,45,7,0.8,40,15,"","Moderate to heavy rain","Moderate rain",16,11,1,4,13.5,5,87.437500,77,100,1018.312083,12.708333,4,25
2015-12-06,33,"Excellent",8,16,7,0.6,26,42,"","Cloudy","Cloudy",17,10,0,2,13.5,7,75.291667,59,94,1021.950833,24.145833,14,32
2015-12-07,40,"Excellent",17,29,6,0.6,32,45,"","Cloudy","Cloudy",18,14,0,2,16,4,70.187500,63,77,1023.033333,16.479167,7,25
2015-12-08,52,"Good",25,40,9,0.8,41,19,"NO2","Cloudy","Slight to moderate rain",18,12,1,4,15,6,78.354167,67,100,1021.846667,12.666667,4,18
2015-12-09,53,"Good",19,25,6,1,42,5,"NO2","Heavy rain","Light rain",15,12,1,4,13.5,3,94.625000,88,100,1016.563542,8.583333,0,22
2015-12-10,53,"Good",18,31,12,1,42,25,"NO2","Cloudy","Cloudy",19,13,0,2,16,6,81.895833,64,94,1014.505000,13.062500,4,25
